Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily Return,Volatility,ROI,Sharpe Ratio
2024-01-18 00:00:00-05:00,388.8124974282284,391.0656376681701,387.2243672151433,390.946533203125,23392100,0.0,0.0,0.012186921765022118,0.012448704203414228,0.012186921765022118,0.27186432824664863
2024-01-19 00:00:00-05:00,392.8225632535295,395.7109680175781,390.5793279412083,395.7109680175781,29272000,0.0,0.0,0.012186921765022118,0.012448704203414228,0.012186921765022118,0.27186432824664863
2024-01-22 00:00:00-05:00,397.0508515717816,397.64640414638313,390.6685853410008,393.5669250488281,27016900,0.0,0.0,-0.0054182045534172385,0.012448704203414228,-0.0054182045534172385,0.27186432824664863
2024-01-23 00:00:00-05:00,392.8125955204417,396.415657149676,391.0060969711238,395.939208984375,20525900,0.0,0.0,0.006027650660056283,0.008933874624152653,0.006027650660056283,0.47744748350158894
2024-01-24 00:00:00-05:00,398.5596337147809,402.6192726240681,397.4777277230109,399.5720520019531,24867000,0.0,0.0,0.009175254521765375,0.007696488876071205,0.009175254521765375,0.7136897989204365
2024-01-25 00:00:00-05:00,401.318993103645,403.9890293414655,399.5422706712106,401.8648986816406,21021200,0.0,0.0,0.005738255887016486,0.006666257954613288,0.005738255887016486,0.8313473156635591
2024-01-26 00:00:00-05:00,401.3685908061273,403.1552486231101,399.4429878794264,400.9318542480469,17803300,0.0,0.0,-0.002321786343257859,0.0067718280317073075,-0.002321786343257859,0.6248458520188859
2024-01-29 00:00:00-05:00,403.0460564049105,406.9369739111952,401.3288862582104,406.6788940429688,24510200,0.0,0.0,0.01433420601039681,0.007266072957672761,0.01433420601039681,0.7809739904303444
2024-01-30 00:00:00-05:00,409.2000854377426,409.9841999980338,403.43321152066966,405.5573120117188,33477600,0.0,0.0,-0.0027579056786052325,0.007358123420125956,-0.0027579056786052325,0.6279520972676208
2024-01-31 00:00:00-05:00,403.9394119853898,412.2373773020663,394.2617794181789,394.6290283203125,47871100,0.0,0.0,-0.026946336233460655,0.012573500971215389,-0.026946336233460655,0.08852883058010917
2024-02-01 00:00:00-05:00,398.8474510298594,404.9716682627844,398.8176749129533,400.7829895019531,30657700,0.0,0.0,0.015594294235865336,0.012708166444003877,0.015594294235865336,0.2015424521250755
2024-02-02 00:00:00-05:00,400.812751597778,409.5871338016017,400.5646072018857,408.1677551269531,28245000,0.0,0.0,0.0184258459526363,0.01297028447878123,0.0184258459526363,0.30866496340547517
2024-02-05 00:00:00-05:00,406.8575539393165,408.1082114138597,400.9914166630484,402.63909912109375,25352300,0.0,0.0,-0.013545058217888317,0.013364032950423804,-0.013545058217888317,0.19014431072347315
2024-02-06 00:00:00-05:00,402.8674054523912,404.9418890236972,399.9194487371533,402.4802856445313,18382600,0.0,0.0,-0.00039443133294581045,0.012820964560950898,-0.00039443133294581045,0.18058587695953443
2024-02-07 00:00:00-05:00,404.41579213980793,411.2248594709387,404.3760805570228,410.9767150878906,22340500,0.0,0.0,0.021110175445619994,0.013302809120057617,0.021110175445619994,0.27496277374116107
2024-02-08 00:00:00-05:00,410.976733169124,412.4755350018156,409.4680261585971,411.0362854003906,21225300,0.0,0.0,0.0001449481450239709,0.012850955496317961,0.0001449481450239709,0.26640732552813623
2024-02-09 00:00:00-05:00,412.1678180210386,417.6964821154021,412.0090019818164,417.428466796875,22032800,0.0,0.0,0.015551379825889944,0.012780061061300392,0.015551379825889944,0.32719527790596187
2024-02-12 00:00:00-05:00,417.4384138139534,417.6170705038726,411.671540646744,412.1777648925781,21202900,0.0,0.0,-0.012578686701910868,0.013024812616012908,-0.012578686701910868,0.2453530765128053
2024-02-13 00:00:00-05:00,401.934406661317,407.0263349872701,400.3959233794898,403.3041687011719,27824900,0.0,0.0,-0.021528565942218858,0.013914993336767935,-0.021528565942218858,0.13094571466035093
2024-02-14 00:00:00-05:00,405.7901598689575,407.55026012610176,402.309714028661,407.20220947265625,20401200,0.75,0.0,0.009665262781780593,0.013642126550508176,0.009665262781780593,0.16382389647844006
2024-02-15 00:00:00-05:00,405.8597944956463,406.844253795532,402.0312978280853,404.2886047363281,21825500,0.0,0.0,-0.007155179094193387,0.013443257205911186,-0.007155179094193387,0.1313224934714838
2024-02-16 00:00:00-05:00,405.6807870685767,406.00896040801706,401.1860504791686,401.8025817871094,22281100,0.0,0.0,-0.00614912940927459,0.013319797924896567,-0.00614912940927459,0.06370963754320645
2024-02-20 00:00:00-05:00,400.98710999983217,402.2301263167616,395.7863491519294,400.5396423339844,24307900,0.0,0.0,-0.0031431840171554093,0.013273095135674668,-0.0031431840171554093,0.07250385195917525
2024-02-21 00:00:00-05:00,397.9342947827931,400.0424456526566,395.0007640638113,399.93304443359375,18631100,0.0,0.0,-0.0015144515954923499,0.013228675298865143,-0.0015144515954923499,0.04424066648833541
2024-02-22 00:00:00-05:00,407.8983240195112,410.5235589009232,406.2873796052456,409.3501586914063,27009900,0.0,0.0,0.023546727105657306,0.014082601391236575,0.023546727105657306,0.09258367860823784
2024-02-23 00:00:00-05:00,413.34772439674856,413.53663497455545,406.68514420153736,408.0474853515625,16295900,0.0,0.0,-0.0031822959199726553,0.014076026207373245,-0.0031822959199726553,0.06093988730820836
